param fuelCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16  17  18 :=
12  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0  1  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .  1  0  1  0  0
14  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0
15  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0
16  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0
17  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0
18  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstEdges:  1  2 :=
1  2  3
2  3  4
3  5  11
4  8  9
5  10  15
6  12  17
7  13  14
8  13  16
9  1  18
10  8  15
11  9  14
12  4  5
13  6  10
14  7  16
15  7  18
16  14  17
17  3  15
;
