param fuelCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16  17  18 :=
10  100  100  3  100  100  100  100  5  6  100  5  10  100  4  3  6  100  100
11  100  100  6  4  6  100  100  100  9  5  100  9  100  100  100  100  100  100
12  100  100  6  100  100  100  100  100  9  10  9  100  8  100  100  9  100  100
13  4  8  100  100  100  100  100  100  100  100  100  8  100  6  100  100  100  100
14  100  100  100  100  100  100  3  100  2  4  100  100  6  100  6  100  8  100
15  5  9  100  8  100  100  100  100  100  3  100  100  100  6  100  6  100  6
16  100  100  100  100  100  100  100  100  100  6  100  9  100  100  6  100  4  100
17  100  2  100  3  100  100  100  3  100  100  100  100  100  8  100  4  100  3
18  4  100  100  100  100  100  100  100  100  100  100  100  100  100  6  100  3  100
;
param mst:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16  17  18 :=
1  .  0  0  0  0  0  1  0  0  0  0  0  1  0  0  0  0  1
2  .  .  1  0  0  0  0  0  0  0  0  0  0  0  0  0  1  0
3  .  .  .  0  1  0  0  1  0  1  0  1  0  0  0  0  0  0
4  .  .  .  .  0  0  0  0  0  0  1  0  0  0  0  0  1  0
5  .  .  .  .  .  0  0  0  0  0  0  0  0  0  0  0  0  0
6  .  .  .  .  .  .  1  0  0  0  0  0  0  0  0  0  0  0
7  .  .  .  .  .  .  .  0  0  0  0  0  0  1  0  0  0  0
8  .  .  .  .  .  .  .  .  0  0  0  0  0  0  0  0  0  0
9  .  .  .  .  .  .  .  .  .  0  0  0  0  1  0  0  0  0
10  .  .  .  .  .  .  .  .  .  .  0  0  0  0  1  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0
14  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0
15  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0
16  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  1  0
17  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  1
18  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstHalf:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16  17  18 :=
1  .  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
2  .  .  1  0  0  0  0  0  0  0  0  0  0  0  0  0  1  0
3  .  .  .  0  1  0  0  1  0  1  0  0  0  0  0  0  0  0
4  .  .  .  .  0  0  0  0  0  0  0  0  0  0  0  0  1  0
5  .  .  .  .  .  0  0  0  0  0  0  0  0  0  0  0  0  0
6  .  .  .  .  .  .  1  0  0  0  0  0  0  0  0  0  0  0
7  .  .  .  .  .  .  .  0  0  0  0  0  0  0  0  0  0  0
8  .  .  .  .  .  .  .  .  0  0  0  0  0  0  0  0  0  0
9  .  .  .  .  .  .  .  .  .  0  0  0  0  1  0  0  0  0
10  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0
14  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0
15  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0
16  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0
17  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0
18  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstEdges:  1  2 :=
1  2  3
2  2  17
3  3  5
4  9  14
5  3  8
6  3  10
7  4  17
8  6  7
9  7  14
10  10  15
11  17  18
12  1  7
13  1  13
14  1  18
15  4  11
16  16  17
17  3  12
;
