param fuelCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16  17  18 :=
7  .  .  .  .  .  .  .  1  0  0  0  0  0  0  0  0  0  1
8  .  .  .  .  .  .  .  .  0  0  0  0  0  0  1  0  0  0
9  .  .  .  .  .  .  .  .  .  1  0  0  0  0  0  0  0  0
10  .  .  .  .  .  .  .  .  .  .  0  1  0  0  0  0  1  0
11  .  .  .  .  .  .  .  .  .  .  .  1  0  0  0  0  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .  1  0  0  0  0
14  .  .  .  .  .  .  .  .  .  .  .  .  .  .  1  0  0  0
15  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0  1  0
16  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0
17  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0
18  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstHalf:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16  17  18 :=
1  .  1  0  0  0  0  0  0  1  0  0  0  0  0  0  0  0  0
2  .  .  0  0  0  0  0  0  0  0  0  0  0  0  0  1  0  0
3  .  .  .  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
4  .  .  .  .  0  0  0  0  0  0  0  0  0  0  0  0  0  0
5  .  .  .  .  .  0  0  0  0  0  0  0  0  0  0  0  0  0
6  .  .  .  .  .  .  0  1  0  0  0  0  0  0  0  0  0  0
7  .  .  .  .  .  .  .  1  0  0  0  0  0  0  0  0  0  0
8  .  .  .  .  .  .  .  .  0  0  0  0  0  0  0  0  0  0
9  .  .  .  .  .  .  .  .  .  1  0  0  0  0  0  0  0  0
10  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0  1  0
11  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0
14  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0
15  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0  1  0
16  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0
17  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0
18  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstEdges:  1  2 :=
1  1  2
2  1  9
3  2  16
4  6  8
5  7  8
6  10  17
7  15  17
8  9  10
9  10  12
10  11  12
11  14  15
12  4  5
13  7  18
14  8  15
15  4  17
16  2  3
17  13  14
;
