param fuelCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16  17  18 :=
8  100  9  100  100  100  100  7  100  8  100  100  100  100  100  6  100  100  100
9  100  100  100  10  100  5  10  8  100  7  100  100  100  100  100  100  100  8
10  100  100  100  100  9  100  100  100  7  100  7  100  100  100  100  100  10  100
11  100  100  100  100  100  100  100  100  100  7  100  3  100  100  100  100  100  100
12  100  100  100  100  100  100  100  100  100  100  3  100  6  100  100  10  100  100
13  100  10  3  100  100  100  100  100  100  100  100  6  100  6  100  100  100  100
14  2  100  100  100  7  2  100  100  100  100  100  100  6  100  5  100  100  100
15  100  100  100  100  100  100  100  6  100  100  100  100  100  5  100  2  100  100
16  100  100  4  100  100  100  100  100  100  100  100  10  100  100  2  100  6  100
17  10  9  8  100  100  100  100  100  100  10  100  100  100  100  100  6  100  5
18  5  100  100  9  100  100  100  100  8  100  100  100  100  100  100  100  5  100
;
param mst:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16  17  18 :=
1  .  0  0  0  0  0  0  0  0  0  0  0  0  1  0  0  0  1
2  .  .  1  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0
3  .  .  .  0  0  0  0  0  0  0  0  0  1  0  0  1  0  0
4  .  .  .  .  1  0  0  0  0  0  0  0  0  0  0  0  0  0
5  .  .  .  .  .  1  0  0  0  0  0  0  0  0  0  0  0  0
6  .  .  .  .  .  .  0  0  1  0  0  0  0  1  0  0  0  0
7  .  .  .  .  .  .  .  0  0  0  0  0  0  0  0  0  0  0
8  .  .  .  .  .  .  .  .  0  0  0  0  0  0  1  0  0  0
9  .  .  .  .  .  .  .  .  .  1  0  0  0  0  0  0  0  0
10  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  1  0  0  0  0  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  1  0  0  0  0  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0
14  .  .  .  .  .  .  .  .  .  .  .  .  .  .  1  0  0  0
15  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  1  0  0
16  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0
17  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  1
18  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstHalf:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16  17  18 :=
1  .  0  0  0  0  0  0  0  0  0  0  0  0  1  0  0  0  1
2  .  .  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
3  .  .  .  0  0  0  0  0  0  0  0  0  1  0  0  1  0  0
4  .  .  .  .  0  0  0  0  0  0  0  0  0  0  0  0  0  0
5  .  .  .  .  .  0  0  0  0  0  0  0  0  0  0  0  0  0
6  .  .  .  .  .  .  0  0  0  0  0  0  0  1  0  0  0  0
7  .  .  .  .  .  .  .  0  0  0  0  0  0  0  0  0  0  0
8  .  .  .  .  .  .  .  .  0  0  0  0  0  0  0  0  0  0
9  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0  0  0  0
10  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  1  0  0  0  0  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0
14  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0
15  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  1  0  0
16  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0
17  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0
18  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstEdges:  1  2 :=
1  1  14
2  6  14
3  15  16
4  2  3
5  3  13
6  11  12
7  3  16
8  1  18
9  5  6
10  6  9
11  14  15
12  17  18
13  4  5
14  8  15
15  12  13
16  2  7
17  9  10
;
