param fuelCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16  17  18 :=
9  15  17
10  16  18
11  17  18
12  1  4
13  2  3
14  5  6
15  10  11
16  4  5
17  8  9
;
